ric,position_type,knowledge_date,effective_date,account,direction,qty,purpose
AMZN.L,TD,2017-12-04,2017-12-07,ICP4790,Credit,200,Outright
DIS.OQ,SD,2016-01-19,2016-01-19,ICP8962,Debit,1100,Outright
DIS.N,SD,2017-05-14,2017-05-14,ICP8575,Debit,300,Outright
APPL.N,SD,2017-05-10,2017-05-10,ICP6907,Credit,1600,Outright
APPL.N,TD,2016-01-09,2016-01-12,ICP1551,Debit,200,Outright
DIS.N,TD,2016-07-13,2016-07-16,ICP6329,Credit,600,Outright
TSLA.OQ,SD,2017-06-11,2017-06-11,ICP7522,Debit,200,Outright
APPL.N,SD,2017-05-15,2017-05-15,ICP1574,Credit,1800,Outright
GOOGL.N,TD,2016-08-17,2016-08-20,ICP2307,Debit,1200,Outright
APPL.L,TD,2017-12-08,2017-12-11,ICP5405,Debit,900,Outright
FB.N,TD,2017-06-09,2017-06-12,ICP8104,Debit,500,Outright
F.L,TD,2016-10-06,2016-10-09,ICP5875,Debit,800,Outright
IBM.N,TD,2016-02-04,2016-02-07,ICP3987,Credit,1800,Outright
F.OQ,TD,2016-06-02,2016-06-05,ICP1044,Credit,600,Outright
APPL.L,SD,2016-10-24,2016-10-24,ICP0402,Credit,1400,Outright
F.N,TD,2017-09-20,2017-09-23,ICP2493,Debit,1200,Outright
AMZN.N,TD,2016-06-07,2016-06-10,ICP2608,Debit,100,Outright
GOOGL.N,TD,2017-12-20,2017-12-23,ICP0841,Debit,1700,Outright
TSLA.N,SD,2017-06-25,2017-06-25,ICP3847,Credit,1400,Outright
AMZN.N,TD,2017-06-27,2017-06-30,ICP1541,Debit,700,Outright
GOOGL.OQ,TD,2016-04-22,2016-04-25,ICP9111,Debit,700,Outright
APPL.L,SD,2016-05-22,2016-05-22,ICP8594,Debit,300,Outright
TSLA.L,SD,2016-01-18,2016-01-18,ICP7778,Debit,1700,Outright
DIS.N,TD,2016-08-10,2016-08-13,ICP1197,Debit,700,Outright
GOOGL.N,TD,2016-08-26,2016-08-29,ICP1661,Debit,1000,Outright
DIS.L,SD,2016-10-12,2016-10-12,ICP2251,Debit,1300,Outright
APPL.L,SD,2016-11-16,2016-11-16,ICP5115,Debit,100,Outright
APPL.N,TD,2017-08-26,2017-08-29,ICP6128,Debit,200,Outright
DIS.N,TD,2017-06-13,2017-06-16,ICP7154,Debit,1000,Outright
GOOGL.N,SD,2016-01-19,2016-01-19,ICP3132,Debit,700,Outright
IBM.OQ,SD,2016-12-08,2016-12-08,ICP5469,Credit,400,Outright
GOOGL.N,TD,2016-09-22,2016-09-25,ICP4698,Debit,200,Outright
TSLA.OQ,SD,2017-03-18,2017-03-18,ICP0383,Credit,100,Outright
APPL.OQ,TD,2016-05-09,2016-05-12,ICP2109,Credit,1100,Outright
APPL.L,SD,2017-03-21,2017-03-21,ICP1640,Debit,1000,Outright
AMZN.N,SD,2017-11-20,2017-11-20,ICP4140,Credit,200,Outright
TSLA.OQ,TD,2017-03-09,2017-03-12,ICP7827,Debit,2000,Outright
F.N,SD,2017-03-24,2017-03-24,ICP8097,Debit,900,Outright
APPL.N,TD,2017-01-21,2017-01-24,ICP2062,Credit,500,Outright
DIS.L,SD,2016-06-05,2016-06-05,ICP1542,Credit,1300,Outright
AMZN.N,TD,2017-04-17,2017-04-20,ICP6532,Credit,800,Outright
TSLA.OQ,TD,2017-10-23,2017-10-26,ICP1103,Credit,1600,Outright
DIS.L,TD,2016-06-01,2016-06-04,ICP7546,Credit,700,Outright
GOOGL.OQ,SD,2017-05-05,2017-05-05,ICP8579,Credit,2000,Outright
GOOGL.N,TD,2016-05-04,2016-05-07,ICP9928,Debit,1700,Outright
GOOGL.N,TD,2017-11-20,2017-11-23,ICP9293,Debit,2000,Outright
APPL.N,TD,2017-01-28,2017-01-31,ICP9778,Debit,200,Outright
AMZN.N,SD,2017-05-05,2017-05-05,ICP6331,Credit,1200,Outright
TSLA.OQ,TD,2016-11-14,2016-11-17,ICP2010,Debit,600,Outright
F.OQ,TD,2016-06-10,2016-06-13,ICP0236,Credit,500,Outright
F.L,TD,2016-04-22,2016-04-25,ICP3053,Debit,1400,Outright
GOOGL.N,TD,2017-01-01,2017-01-04,ICP5981,Credit,1200,Outright
DIS.N,TD,2016-02-15,2016-02-18,ICP7373,Debit,1400,Outright
AMZN.OQ,SD,2016-11-10,2016-11-10,ICP4474,Credit,900,Outright
F.OQ,TD,2017-10-04,2017-10-07,ICP6532,Debit,400,Outright
APPL.L,TD,2017-09-03,2017-09-06,ICP4190,Credit,100,Outright
DIS.N,SD,2016-09-19,2016-09-19,ICP6208,Credit,500,Outright
TSLA.OQ,SD,2016-12-11,2016-12-11,ICP8407,Credit,2000,Outright
FB.L,TD,2016-10-08,2016-10-11,ICP3795,Debit,200,Outright
GOOGL.L,SD,2016-04-13,2016-04-13,ICP9915,Debit,500,Outright
F.L,TD,2017-05-16,2017-05-19,ICP8940,Credit,1200,Outright
AMZN.L,TD,2017-12-27,2017-12-30,ICP4942,Credit,500,Outright
TSLA.L,SD,2016-05-06,2016-05-06,ICP3170,Debit,600,Outright
FB.L,TD,2016-01-14,2016-01-17,ICP9819,Debit,1500,Outright
F.L,SD,2016-06-06,2016-06-06,ICP2027,Credit,1100,Outright
APPL.L,SD,2017-04-21,2017-04-21,ICP1473,Credit,1000,Outright
FB.L,SD,2017-06-25,2017-06-25,ICP0863,Credit,900,Outright
DIS.L,SD,2016-07-23,2016-07-23,ICP3886,Credit,1100,Outright
TSLA.N,TD,2017-02-25,2017-02-28,ICP6576,Credit,1400,Outright
AMZN.N,SD,2016-10-11,2016-10-11,ICP6016,Debit,1400,Outright
GOOGL.OQ,SD,2016-09-27,2016-09-27,ICP8513,Credit,400,Outright
AMZN.L,SD,2017-08-23,2017-08-23,ICP9003,Credit,1500,Outright
IBM.OQ,SD,2017-07-11,2017-07-11,ICP0209,Credit,1100,Outright
IBM.N,SD,2016-10-15,2016-10-15,ICP4003,Debit,200,Outright
AMZN.OQ,SD,2016-09-20,2016-09-20,ICP6303,Debit,1400,Outright
TSLA.L,TD,2016-12-16,2016-12-19,ICP3400,Debit,400,Outright
FB.L,TD,2017-11-15,2017-11-18,ICP6445,Credit,900,Outright
IBM.N,SD,2017-10-09,2017-10-09,ICP8117,Debit,500,Outright
APPL.L,SD,2017-01-28,2017-01-28,ICP3704,Credit,1900,Outright
IBM.N,TD,2017-10-12,2017-10-15,ICP7840,Credit,1500,Outright
DIS.N,SD,2016-03-19,2016-03-19,ICP4208,Credit,700,Outright
AMZN.L,TD,2017-08-20,2017-08-23,ICP8210,Debit,1500,Outright
GOOGL.L,SD,2017-04-25,2017-04-25,ICP2982,Debit,1500,Outright
AMZN.N,TD,2016-07-13,2016-07-16,ICP2680,Credit,1600,Outright
GOOGL.OQ,TD,2017-03-08,2017-03-11,ICP0910,Credit,1600,Outright
GOOGL.L,TD,2017-06-13,2017-06-16,ICP4185,Debit,600,Outright
DIS.N,SD,2017-04-11,2017-04-11,ICP8206,Credit,800,Outright
F.OQ,TD,2016-02-20,2016-02-23,ICP9912,Debit,1800,Outright
TSLA.OQ,TD,2016-01-03,2016-01-06,ICP4769,Credit,1200,Outright
DIS.OQ,TD,2017-03-24,2017-03-27,ICP8325,Debit,200,Outright
DIS.L,TD,2016-01-05,2016-01-08,ICP0578,Debit,1900,Outright
IBM.OQ,TD,2016-08-08,2016-08-11,ICP2236,Credit,500,Outright
AMZN.N,SD,2016-11-27,2016-11-27,ICP4249,Credit,600,Outright
F.N,TD,2016-02-21,2016-02-24,ICP1609,Credit,1900,Outright
APPL.N,TD,2016-05-04,2016-05-07,ICP4515,Credit,300,Outright
IBM.N,TD,2017-02-09,2017-02-12,ICP9934,Debit,1800,Outright
F.L,SD,2016-08-26,2016-08-26,ICP4128,Debit,2000,Outright
F.OQ,TD,2017-05-14,2017-05-17,ICP5561,Debit,1900,Outright
FB.N,SD,2016-03-09,2016-03-09,ICP0180,Debit,1900,Outright
GOOGL.L,SD,2016-01-13,2016-01-13,ICP6188,Debit,2000,Outright
IBM.N,SD,2016-12-09,2016-12-09,ICP5380,Debit,700,Outright
IBM.OQ,TD,2017-01-19,2017-01-22,ICP1484,Debit,900,Outright
F.L,TD,2016-01-01,2016-01-04,ICP1651,Debit,400,Outright
IBM.OQ,TD,2016-01-07,2016-01-10,ICP9050,Credit,100,Outright
F.N,SD,2016-04-03,2016-04-03,ICP8978,Debit,1400,Outright
APPL.OQ,SD,2016-11-11,2016-11-11,ICP5653,Credit,1000,Outright
GOOGL.OQ,SD,2017-02-13,2017-02-13,ICP9589,Debit,1800,Outright
FB.N,TD,2016-04-19,2016-04-22,ICP6612,Credit,100,Outright
AMZN.OQ,TD,2016-09-02,2016-09-05,ICP8741,Debit,500,Outright
IBM.OQ,SD,2016-05-12,2016-05-12,ICP6804,Credit,1900,Outright
AMZN.N,SD,2016-08-18,2016-08-18,ICP9524,Debit,1000,Outright
AMZN.OQ,SD,2017-12-27,2017-12-27,ICP5352,Credit,2000,Outright
TSLA.OQ,TD,2017-09-22,2017-09-25,ICP9486,Credit,800,Outright
FB.N,SD,2016-09-13,2016-09-13,ICP4431,Debit,1400,Outright
IBM.L,SD,2017-07-19,2017-07-19,ICP1294,Debit,700,Outright
FB.N,TD,2017-05-24,2017-05-27,ICP7589,Credit,1100,Outright
FB.L,TD,2016-06-22,2016-06-25,ICP1166,Debit,800,Outright
APPL.N,TD,2017-08-07,2017-08-10,ICP5061,Credit,1400,Outright
TSLA.L,SD,2016-08-21,2016-08-21,ICP6656,Credit,400,Outright
TSLA.L,SD,2016-04-22,2016-04-22,ICP5712,Debit,100,Outright
AMZN.L,TD,2017-12-05,2017-12-08,ICP3934,Credit,600,Outright
AMZN.L,TD,2017-12-12,2017-12-15,ICP3427,Credit,2000,Outright
DIS.N,TD,2016-12-26,2016-12-29,ICP2805,Debit,1300,Outright
F.N,SD,2017-06-13,2017-06-13,ICP9726,Debit,600,Outright
APPL.L,TD,2016-05-13,2016-05-16,ICP7230,Credit,1200,Outright
IBM.OQ,TD,2017-12-26,2017-12-29,ICP5868,Debit,1700,Outright
GOOGL.L,TD,2017-11-26,2017-11-29,ICP6033,Debit,1100,Outright
APPL.L,SD,2016-09-26,2016-09-26,ICP5444,Credit,600,Outright
GOOGL.L,SD,2016-11-12,2016-11-12,ICP9544,Credit,400,Outright
TSLA.L,TD,2017-04-17,2017-04-20,ICP2484,Debit,1600,Outright
GOOGL.OQ,TD,2016-06-13,2016-06-16,ICP9914,Debit,900,Outright
GOOGL.N,TD,2017-06-24,2017-06-27,ICP7254,Credit,200,Outright
IBM.N,SD,2017-04-27,2017-04-27,ICP7960,Credit,1200,Outright
DIS.N,TD,2016-02-08,2016-02-11,ICP2301,Debit,300,Outright
GOOGL.N,SD,2017-01-21,2017-01-21,ICP1531,Credit,1500,Outright
AMZN.N,SD,2017-06-02,2017-06-02,ICP7403,Debit,1800,Outright
FB.OQ,SD,2016-03-12,2016-03-12,ICP3167,Credit,2000,Outright
TSLA.N,TD,2016-11-03,2016-11-06,ICP6076,Debit,2000,Outright
F.L,TD,2016-01-16,2016-01-19,ICP2032,Debit,100,Outright
FB.OQ,SD,2017-08-17,2017-08-17,ICP7186,Debit,1600,Outright
APPL.L,TD,2016-01-06,2016-01-09,ICP7950,Credit,1200,Outright
DIS.N,TD,2016-11-09,2016-11-12,ICP6727,Credit,100,Outright
APPL.OQ,TD,2017-09-02,2017-09-05,ICP9407,Credit,1500,Outright
F.OQ,TD,2016-03-17,2016-03-20,ICP0248,Credit,1000,Outright
FB.L,TD,2017-02-10,2017-02-13,ICP0544,Debit,500,Outright
APPL.N,TD,2016-02-01,2016-02-04,ICP8099,Debit,100,Outright
GOOGL.L,SD,2016-01-15,2016-01-15,ICP0255,Debit,500,Outright
FB.L,TD,2017-07-04,2017-07-07,ICP9788,Credit,1500,Outright
F.OQ,SD,2017-06-22,2017-06-22,ICP0016,Credit,200,Outright
IBM.L,TD,2016-04-08,2016-04-11,ICP1733,Credit,500,Outright
FB.L,TD,2017-05-09,2017-05-12,ICP0254,Credit,600,Outright
APPL.L,SD,2017-11-23,2017-11-23,ICP1601,Credit,300,Outright
GOOGL.N,SD,2017-01-07,2017-01-07,ICP9029,Credit,1500,Outright
AMZN.OQ,TD,2016-07-07,2016-07-10,ICP3876,Debit,1200,Outright
IBM.L,TD,2016-04-05,2016-04-08,ICP3615,Debit,1600,Outright
TSLA.L,SD,2017-09-02,2017-09-02,ICP7123,Credit,1300,Outright
IBM.L,TD,2016-01-12,2016-01-15,ICP8273,Debit,1500,Outright
APPL.L,TD,2017-04-02,2017-04-05,ICP6920,Debit,1200,Outright
TSLA.L,SD,2017-02-22,2017-02-22,ICP4477,Credit,1400,Outright
TSLA.N,SD,2016-04-18,2016-04-18,ICP0532,Debit,800,Outright
TSLA.L,SD,2017-07-14,2017-07-14,ICP4235,Debit,1600,Outright
TSLA.N,TD,2016-03-17,2016-03-20,ICP6001,Credit,900,Outright
IBM.L,SD,2017-10-17,2017-10-17,ICP3161,Debit,2000,Outright
IBM.OQ,SD,2016-12-05,2016-12-05,ICP2677,Credit,1400,Outright
GOOGL.OQ,SD,2016-08-28,2016-08-28,ICP2725,Credit,600,Outright
AMZN.L,SD,2016-06-19,2016-06-19,ICP0290,Credit,400,Outright
AMZN.L,TD,2017-02-27,2017-03-02,ICP4155,Debit,400,Outright
GOOGL.N,TD,2016-07-12,2016-07-15,ICP6628,Debit,200,Outright
GOOGL.L,TD,2016-02-17,2016-02-20,ICP8669,Debit,400,Outright
F.N,TD,2016-06-03,2016-06-06,ICP7662,Credit,400,Outright
TSLA.OQ,SD,2016-08-15,2016-08-15,ICP7927,Debit,500,Outright
FB.N,TD,2017-09-14,2017-09-17,ICP2744,Credit,800,Outright
GOOGL.L,TD,2016-10-06,2016-10-09,ICP5457,Debit,2000,Outright
AMZN.N,TD,2017-04-19,2017-04-22,ICP9606,Credit,1900,Outright
F.OQ,TD,2017-01-01,2017-01-04,ICP4782,Credit,700,Outright
IBM.OQ,SD,2017-08-25,2017-08-25,ICP7252,Debit,1300,Outright
GOOGL.N,TD,2017-04-08,2017-04-11,ICP2805,Debit,1900,Outright
FB.OQ,SD,2016-11-09,2016-11-09,ICP7559,Credit,800,Outright
DIS.OQ,SD,2017-03-27,2017-03-27,ICP2790,Debit,500,Outright
DIS.L,TD,2017-04-20,2017-04-23,ICP2401,Credit,1800,Outright
IBM.L,TD,2017-06-26,2017-06-29,ICP0927,Debit,1100,Outright
TSLA.N,SD,2017-09-20,2017-09-20,ICP2620,Credit,1300,Outright
TSLA.L,TD,2016-03-08,2016-03-11,ICP0019,Debit,1300,Outright
AMZN.N,SD,2017-07-01,2017-07-01,ICP2935,Credit,800,Outright
AMZN.L,TD,2016-02-08,2016-02-11,ICP7805,Debit,200,Outright
FB.N,TD,2017-07-14,2017-07-17,ICP3569,Debit,1800,Outright
F.N,SD,2016-06-13,2016-06-13,ICP2810,Credit,400,Outright
F.OQ,SD,2017-05-19,2017-05-19,ICP9966,Debit,1100,Outright
F.N,TD,2017-05-15,2017-05-18,ICP1894,Credit,1400,Outright
TSLA.OQ,TD,2017-05-16,2017-05-19,ICP0074,Debit,100,Outright
F.L,TD,2017-01-05,2017-01-08,ICP2203,Debit,900,Outright
AMZN.OQ,TD,2016-04-18,2016-04-21,ICP5918,Credit,1300,Outright
IBM.N,TD,2016-11-04,2016-11-07,ICP0245,Credit,1800,Outright
TSLA.L,TD,2016-01-22,2016-01-25,ICP6956,Debit,1200,Outright
DIS.N,TD,2017-03-17,2017-03-20,ICP0082,Credit,1000,Outright
GOOGL.L,TD,2017-12-03,2017-12-06,ICP2588,Debit,1700,Outright
TSLA.N,SD,2016-12-11,2016-12-11,ICP9959,Credit,200,Outright
GOOGL.OQ,SD,2017-11-18,2017-11-18,ICP3012,Debit,1700,Outright
F.OQ,TD,2017-06-28,2017-07-01,ICP9803,Debit,500,Outright
DIS.L,SD,2016-12-13,2016-12-13,ICP7151,Credit,300,Outright
APPL.N,TD,2016-04-22,2016-04-25,ICP7710,Credit,1600,Outright
TSLA.L,SD,2017-12-18,2017-12-18,ICP6129,Debit,1800,Outright
AMZN.L,SD,2016-05-09,2016-05-09,ICP9093,Debit,1800,Outright
DIS.OQ,TD,2016-04-12,2016-04-15,ICP8474,Debit,1200,Outright
FB.N,SD,2017-06-16,2017-06-16,ICP7419,Credit,1100,Outright
TSLA.N,TD,2016-12-26,2016-12-29,ICP7918,Debit,1300,Outright
F.L,TD,2017-05-16,2017-05-19,ICP7165,Credit,400,Outright
GOOGL.OQ,TD,2016-10-05,2016-10-08,ICP2880,Credit,700,Outright
TSLA.N,TD,2017-09-18,2017-09-21,ICP5274,Debit,500,Outright
IBM.OQ,TD,2017-11-08,2017-11-11,ICP7458,Debit,1800,Outright
GOOGL.OQ,SD,2016-06-22,2016-06-22,ICP6638,Debit,1400,Outright
DIS.L,TD,2017-06-09,2017-06-12,ICP0411,Debit,2000,Outright
TSLA.N,TD,2016-09-13,2016-09-16,ICP5424,Debit,1100,Outright
TSLA.L,TD,2016-08-04,2016-08-07,ICP0631,Debit,1900,Outright
DIS.L,SD,2017-04-18,2017-04-18,ICP2880,Credit,1200,Outright
IBM.L,TD,2016-10-04,2016-10-07,ICP9432,Debit,1400,Outright
IBM.N,TD,2017-07-27,2017-07-30,ICP4376,Credit,800,Outright
GOOGL.L,TD,2016-03-09,2016-03-12,ICP6907,Credit,1400,Outright
F.L,TD,2016-08-24,2016-08-27,ICP9411,Credit,1400,Outright
IBM.L,TD,2016-10-17,2016-10-20,ICP8905,Debit,600,Outright
FB.L,SD,2017-05-05,2017-05-05,ICP9018,Credit,700,Outright
GOOGL.OQ,TD,2017-04-23,2017-04-26,ICP7950,Debit,1700,Outright
GOOGL.N,TD,2016-09-20,2016-09-23,ICP3123,Credit,200,Outright
IBM.L,TD,2016-03-18,2016-03-21,ICP0611,Debit,700,Outright
APPL.L,TD,2017-10-04,2017-10-07,ICP3990,Credit,1900,Outright
AMZN.L,TD,2017-03-06,2017-03-09,ICP7185,Debit,400,Outright
F.L,TD,2017-06-21,2017-06-24,ICP7141,Credit,200,Outright
FB.N,TD,2017-07-18,2017-07-21,ICP5052,Debit,700,Outright
TSLA.OQ,TD,2017-02-08,2017-02-11,ICP1004,Credit,400,Outright
GOOGL.L,SD,2016-02-21,2016-02-21,ICP5556,Credit,500,Outright
APPL.L,TD,2017-11-25,2017-11-28,ICP2610,Credit,700,Outright
IBM.N,TD,2016-08-21,2016-08-24,ICP5239,Debit,1800,Outright
DIS.N,TD,2016-02-23,2016-02-26,ICP1717,Credit,1600,Outright
IBM.OQ,TD,2017-01-01,2017-01-04,ICP9451,Credit,1100,Outright
FB.N,TD,2017-12-19,2017-12-22,ICP1544,Credit,1600,Outright
AMZN.N,TD,2017-11-16,2017-11-19,ICP9691,Credit,100,Outright
APPL.OQ,TD,2017-05-02,2017-05-05,ICP8032,Credit,1600,Outright
TSLA.N,TD,2016-10-03,2016-10-06,ICP4320,Credit,1100,Outright
DIS.L,TD,2017-04-22,2017-04-25,ICP6775,Debit,900,Outright
TSLA.L,SD,2017-05-19,2017-05-19,ICP9577,Debit,200,Outright
AMZN.L,SD,2017-03-02,2017-03-02,ICP0695,Credit,1400,Outright
GOOGL.L,SD,2016-10-25,2016-10-25,ICP1737,Credit,100,Outright
DIS.N,TD,2017-08-04,2017-08-07,ICP7986,Debit,400,Outright
GOOGL.L,SD,2016-03-06,2016-03-06,ICP5062,Debit,1300,Outright
FB.N,TD,2017-02-16,2017-02-19,ICP1166,Credit,1600,Outright
GOOGL.N,SD,2016-12-05,2016-12-05,ICP4684,Credit,400,Outright
DIS.OQ,SD,2016-06-03,2016-06-03,ICP8200,Debit,500,Outright
GOOGL.OQ,TD,2017-10-01,2017-10-04,ICP2764,Debit,1200,Outright
AMZN.N,TD,2017-02-28,2017-03-03,ICP7199,Debit,400,Outright
FB.L,SD,2016-08-08,2016-08-08,ICP8945,Credit,200,Outright
IBM.OQ,SD,2017-10-11,2017-10-11,ICP4170,Credit,500,Outright
DIS.OQ,SD,2017-04-13,2017-04-13,ICP2661,Debit,1800,Outright
IBM.OQ,TD,2017-01-22,2017-01-25,ICP5232,Credit,1000,Outright
APPL.N,TD,2017-12-15,2017-12-18,ICP8950,Credit,1900,Outright
GOOGL.OQ,SD,2016-01-28,2016-01-28,ICP4854,Credit,300,Outright
F.L,SD,2016-02-05,2016-02-05,ICP2215,Credit,1700,Outright
AMZN.N,SD,2017-10-03,2017-10-03,ICP7079,Debit,1600,Outright
APPL.N,SD,2017-11-23,2017-11-23,ICP6230,Credit,1200,Outright
FB.OQ,TD,2016-05-21,2016-05-24,ICP3641,Credit,600,Outright
F.N,TD,2017-05-07,2017-05-10,ICP9547,Credit,1400,Outright
FB.L,TD,2017-11-12,2017-11-15,ICP4661,Credit,600,Outright
APPL.OQ,TD,2017-06-06,2017-06-09,ICP8861,Credit,900,Outright
IBM.OQ,SD,2016-02-11,2016-02-11,ICP9333,Debit,900,Outright
DIS.N,SD,2017-04-05,2017-04-05,ICP6060,Credit,300,Outright
F.OQ,SD,2017-01-10,2017-01-10,ICP2179,Credit,200,Outright
TSLA.OQ,SD,2017-07-28,2017-07-28,ICP2795,Credit,1700,Outright
AMZN.OQ,TD,2017-06-07,2017-06-10,ICP8778,Credit,600,Outright
APPL.OQ,SD,2016-03-27,2016-03-27,ICP8789,Debit,1300,Outright
APPL.N,SD,2016-12-19,2016-12-19,ICP1830,Debit,1200,Outright
FB.N,TD,2016-05-02,2016-05-05,ICP4317,Debit,700,Outright
DIS.L,SD,2016-06-27,2016-06-27,ICP2303,Credit,1700,Outright
DIS.OQ,TD,2017-08-08,2017-08-11,ICP2402,Debit,400,Outright
TSLA.L,SD,2016-01-16,2016-01-16,ICP2318,Debit,100,Outright
GOOGL.OQ,SD,2016-01-20,2016-01-20,ICP2461,Credit,1300,Outright
F.N,TD,2017-02-28,2017-03-03,ICP4558,Debit,600,Outright
F.N,TD,2017-07-17,2017-07-20,ICP6217,Debit,1300,Outright
IBM.N,TD,2016-05-23,2016-05-26,ICP8638,Debit,700,Outright
AMZN.L,TD,2016-08-10,2016-08-13,ICP7836,Debit,1200,Outright
TSLA.N,SD,2017-01-15,2017-01-15,ICP6826,Credit,1300,Outright
F.N,SD,2016-12-06,2016-12-06,ICP2389,Credit,1600,Outright
GOOGL.L,TD,2017-11-16,2017-11-19,ICP6798,Credit,1900,Outright
AMZN.N,SD,2017-12-15,2017-12-15,ICP0991,Debit,100,Outright
DIS.N,SD,2016-02-04,2016-02-04,ICP1008,Debit,1800,Outright
DIS.L,SD,2016-03-28,2016-03-28,ICP4125,Credit,800,Outright
IBM.OQ,TD,2017-05-17,2017-05-20,ICP8723,Debit,1400,Outright
F.N,SD,2017-08-27,2017-08-27,ICP5516,Credit,700,Outright
IBM.N,TD,2017-05-05,2017-05-08,ICP3753,Credit,1500,Outright
APPL.N,TD,2016-06-05,2016-06-08,ICP7460,Debit,1500,Outright
DIS.L,TD,2017-12-20,2017-12-23,ICP1490,Credit,1800,Outright
DIS.OQ,TD,2017-08-26,2017-08-29,ICP1624,Credit,1200,Outright
IBM.L,SD,2017-01-13,2017-01-13,ICP6841,Credit,700,Outright
APPL.OQ,SD,2016-02-24,2016-02-24,ICP9661,Credit,1500,Outright
APPL.L,TD,2016-02-06,2016-02-09,ICP5252,Debit,200,Outright
AMZN.N,SD,2017-11-16,2017-11-16,ICP6977,Debit,1000,Outright
FB.L,SD,2017-09-15,2017-09-15,ICP6888,Credit,400,Outright
F.OQ,SD,2017-04-01,2017-04-01,ICP0975,Debit,1900,Outright
GOOGL.OQ,TD,2016-12-22,2016-12-25,ICP9103,Debit,500,Outright
AMZN.N,TD,2017-08-02,2017-08-05,ICP5492,Debit,1100,Outright
IBM.N,TD,2017-01-10,2017-01-13,ICP1107,Debit,1300,Outright
IBM.L,TD,2016-03-26,2016-03-29,ICP8866,Debit,2000,Outright
IBM.L,TD,2017-04-08,2017-04-11,ICP6465,Debit,900,Outright
F.N,SD,2016-04-17,2016-04-17,ICP6640,Credit,1300,Outright
FB.L,SD,2016-05-20,2016-05-20,ICP7946,Credit,2000,Outright
GOOGL.L,TD,2016-02-25,2016-02-28,ICP1515,Credit,400,Outright
DIS.L,SD,2016-06-01,2016-06-01,ICP9755,Debit,1900,Outright
IBM.OQ,SD,2017-01-06,2017-01-06,ICP7520,Debit,1800,Outright
FB.OQ,TD,2016-11-14,2016-11-17,ICP0216,Credit,2000,Outright
AMZN.L,TD,2016-02-10,2016-02-13,ICP8650,Debit,1300,Outright
AMZN.L,SD,2016-04-03,2016-04-03,ICP0027,Debit,700,Outright
F.N,TD,2017-06-01,2017-06-04,ICP5679,Debit,500,Outright
IBM.L,TD,2017-06-08,2017-06-11,ICP0007,Debit,1100,Outright
APPL.N,TD,2016-10-08,2016-10-11,ICP5795,Debit,200,Outright
TSLA.OQ,SD,2016-09-23,2016-09-23,ICP6509,Credit,700,Outright
F.OQ,SD,2017-10-10,2017-10-10,ICP0795,Debit,700,Outright
FB.L,TD,2017-09-22,2017-09-25,ICP9424,Debit,400,Outright
FB.OQ,SD,2017-06-21,2017-06-21,ICP2463,Credit,1600,Outright
TSLA.N,TD,2017-10-17,2017-10-20,ICP1467,Credit,900,Outright
GOOGL.OQ,SD,2017-11-09,2017-11-09,ICP7066,Debit,400,Outright
AMZN.OQ,TD,2016-08-23,2016-08-26,ICP7861,Debit,1000,Outright
F.L,SD,2017-03-16,2017-03-16,ICP6947,Credit,700,Outright
IBM.N,TD,2016-10-25,2016-10-28,ICP4786,Debit,1800,Outright
DIS.L,SD,2017-01-23,2017-01-23,ICP9858,Credit,1300,Outright
APPL.L,TD,2017-01-11,2017-01-14,ICP5863,Debit,700,Outright
F.N,TD,2016-06-11,2016-06-14,ICP3745,Credit,2000,Outright
GOOGL.L,SD,2016-08-18,2016-08-18,ICP1113,Debit,1500,Outright
IBM.OQ,SD,2017-04-21,2017-04-21,ICP1899,Credit,1000,Outright
FB.L,TD,2017-03-25,2017-03-28,ICP3189,Debit,1600,Outright
TSLA.N,TD,2017-08-27,2017-08-30,ICP9101,Debit,600,Outright
AMZN.N,SD,2016-12-24,2016-12-24,ICP6217,Debit,1200,Outright
TSLA.N,SD,2017-12-21,2017-12-21,ICP9779,Debit,400,Outright
DIS.N,TD,2016-11-25,2016-11-28,ICP3215,Credit,700,Outright
GOOGL.OQ,TD,2017-04-12,2017-04-15,ICP2621,Debit,2000,Outright
GOOGL.OQ,SD,2016-05-04,2016-05-04,ICP9398,Credit,400,Outright
APPL.OQ,SD,2016-05-07,2016-05-07,ICP1590,Credit,500,Outright
F.N,SD,2016-06-08,2016-06-08,ICP8424,Debit,1500,Outright
GOOGL.N,SD,2016-06-22,2016-06-22,ICP8583,Credit,1800,Outright
TSLA.N,TD,2017-06-19,2017-06-22,ICP9428,Debit,300,Outright
F.L,SD,2017-03-11,2017-03-11,ICP4721,Credit,1700,Outright
AMZN.OQ,SD,2016-10-11,2016-10-11,ICP5742,Credit,900,Outright
F.OQ,SD,2016-06-08,2016-06-08,ICP5409,Credit,1600,Outright
AMZN.L,SD,2017-05-26,2017-05-26,ICP8638,Debit,600,Outright
GOOGL.OQ,SD,2017-11-27,2017-11-27,ICP6961,Credit,1800,Outright
DIS.N,SD,2017-11-01,2017-11-01,ICP7797,Debit,1500,Outright
TSLA.N,TD,2016-12-20,2016-12-23,ICP6987,Debit,1900,Outright
TSLA.OQ,SD,2017-01-23,2017-01-23,ICP9822,Credit,500,Outright
DIS.N,SD,2017-09-07,2017-09-07,ICP6333,Debit,1100,Outright
