ticker,price,curr
DIS,3218.7,GBP
DIS,1304.7,CAD
DIS,4508.01,GBP
AMZN,7150.13,USD
APPL,9677.23,USD
TSLA,305.98,GBP
IBM,384.28,USD
GOOGL,9756.88,EUR
GOOGL,5845.21,USD
GOOGL,3073.19,CAD
APPL,2655.57,GBP
DIS,750.68,CAD
FB,8046.71,GBP
AMZN,8951.8,EUR
TSLA,901.29,USD
F,3650.26,USD
FB,4394.18,GBP
APPL,4979.67,CAD
TSLA,9142.72,CAD
F,9697.57,USD
FB,6261.82,EUR
TSLA,9566.33,USD
AMZN,8561.84,USD
TSLA,9407.03,CAD
IBM,3223.86,GBP
FB,3422.71,CAD
FB,9890.28,CAD
GOOGL,879.93,USD
GOOGL,4653.08,USD
DIS,4998.32,GBP
GOOGL,3897.87,GBP
FB,6335.53,GBP
GOOGL,3272.32,GBP
GOOGL,2810.76,GBP
FB,9304.39,USD
DIS,7489.15,EUR
DIS,2883.4,GBP
FB,9612.76,GBP
TSLA,7676.33,EUR
F,3298.81,GBP
AMZN,7862.22,CAD
APPL,8429.65,USD
APPL,5469.16,CAD
DIS,29.09,GBP
AMZN,3448.9,EUR
TSLA,5094.32,EUR
AMZN,4039.68,USD
GOOGL,6336.51,USD
F,4182.06,EUR
FB,5062.24,CAD
TSLA,1947.24,CAD
FB,8537.76,CAD
AMZN,943.31,CAD
GOOGL,6691.3,EUR
IBM,3217.01,GBP
GOOGL,5302.94,EUR
F,2168.81,GBP
AMZN,9884.66,EUR
FB,4205.46,USD
APPL,5662.54,CAD
DIS,952.26,EUR
AMZN,6165.18,CAD
AMZN,3588.58,USD
TSLA,280.62,CAD
APPL,4089.19,EUR
F,9018.25,USD
DIS,470.71,GBP
FB,6787.77,USD
AMZN,3479.29,EUR
F,4418.08,USD
AMZN,377.4,USD
APPL,2083.04,USD
AMZN,5825.29,EUR
IBM,6668.67,CAD
FB,1553.77,GBP
DIS,7694.13,USD
IBM,5219.1,EUR
F,5302.53,GBP
F,2647.96,USD
F,4384.93,CAD
F,5373.56,EUR
APPL,3281.73,CAD
APPL,6239.72,USD
FB,3122.55,GBP
AMZN,7904.21,EUR
GOOGL,9840.42,CAD
FB,2368.14,CAD
AMZN,9675.37,GBP
AMZN,4596.26,GBP
F,6488.24,EUR
F,6216.04,GBP
APPL,6905.7,USD
IBM,4771.05,GBP
TSLA,179.44,USD
TSLA,8257.1,CAD
GOOGL,4955.02,GBP
GOOGL,5820.94,USD
AMZN,6152.66,EUR
AMZN,5686.17,EUR
IBM,5023.88,GBP
APPL,9724.58,EUR
DIS,9584.63,CAD
AMZN,5865.4,CAD
APPL,9834.24,GBP
AMZN,9827.21,USD
GOOGL,4049.34,USD
F,3768.39,USD
GOOGL,3963.13,GBP
DIS,8393.37,EUR
AMZN,5440.37,GBP
DIS,6354.53,CAD
F,8413.82,EUR
APPL,2014.39,GBP
APPL,1820.26,GBP
FB,1850.05,EUR
AMZN,619.82,GBP
TSLA,798.56,USD
AMZN,758.87,GBP
DIS,351.91,EUR
DIS,7790.17,EUR
GOOGL,4878.88,GBP
APPL,1346.28,EUR
GOOGL,9601.76,USD
F,504.27,GBP
DIS,3250.38,USD
APPL,1223.94,USD
TSLA,8312.23,CAD
APPL,2507.04,CAD
GOOGL,858.22,EUR
DIS,4216.63,GBP
GOOGL,9781.56,EUR
F,7730.27,GBP
AMZN,5339.77,USD
TSLA,7460.06,CAD
FB,1714.31,EUR
FB,1615.84,EUR
FB,8297.57,CAD
AMZN,4864.0,CAD
IBM,8626.41,CAD
APPL,218.83,EUR
IBM,5365.31,EUR
APPL,5538.83,USD
F,4627.03,CAD
DIS,6529.79,EUR
GOOGL,634.85,EUR
TSLA,623.53,EUR
APPL,3195.03,CAD
TSLA,7670.94,CAD
FB,8068.52,CAD
GOOGL,7912.24,GBP
DIS,9336.27,CAD
AMZN,7022.19,GBP
APPL,3236.89,CAD
APPL,3568.55,GBP
DIS,8748.95,EUR
AMZN,1548.67,EUR
FB,1749.54,CAD
IBM,2464.25,GBP
AMZN,2036.14,EUR
DIS,2363.25,GBP
F,7414.64,GBP
F,7059.65,GBP
DIS,1279.15,USD
DIS,3826.81,EUR
AMZN,5080.58,CAD
F,1225.75,CAD
GOOGL,6225.0,GBP
GOOGL,1089.28,EUR
GOOGL,4707.85,EUR
DIS,7968.51,CAD
AMZN,4635.92,CAD
GOOGL,7688.07,CAD
APPL,8464.92,EUR
F,7256.86,CAD
AMZN,2541.08,USD
TSLA,6374.27,USD
DIS,7635.89,USD
F,3365.78,CAD
AMZN,5286.28,EUR
AMZN,2929.87,EUR
F,7572.76,CAD
TSLA,7642.06,EUR
F,1956.18,USD
TSLA,4805.81,CAD
TSLA,5709.3,EUR
F,2411.55,USD
DIS,4476.21,CAD
TSLA,3852.79,EUR
AMZN,2548.54,GBP
FB,8628.83,EUR
APPL,8388.13,CAD
F,8175.29,USD
APPL,9372.17,EUR
GOOGL,1846.29,CAD
F,4217.4,EUR
AMZN,563.23,CAD
F,3597.24,CAD
TSLA,7372.88,CAD
TSLA,7668.97,GBP
TSLA,6293.85,USD
GOOGL,2268.76,GBP
F,8947.29,CAD
GOOGL,6878.59,GBP
DIS,2494.91,CAD
IBM,658.95,USD
F,8919.52,CAD
FB,1290.66,EUR
TSLA,4274.14,CAD
FB,8577.69,GBP
TSLA,1779.52,USD
FB,3923.74,CAD
DIS,6827.6,CAD
GOOGL,1899.75,EUR
F,4943.05,CAD
F,2340.86,CAD
DIS,5453.75,USD
FB,2497.75,GBP
IBM,8157.57,EUR
AMZN,1565.76,GBP
AMZN,1611.21,GBP
FB,8923.75,EUR
GOOGL,1523.04,EUR
DIS,49.93,USD
F,969.75,USD
FB,4269.13,GBP
FB,4291.68,USD
TSLA,2444.18,CAD
IBM,2090.25,EUR
F,5202.1,CAD
F,2117.49,EUR
DIS,7052.78,EUR
DIS,2652.96,USD
DIS,2001.64,EUR
F,6337.1,EUR
F,8863.23,EUR
F,1475.79,USD
DIS,3505.95,EUR
APPL,7367.02,CAD
AMZN,9508.8,USD
GOOGL,6822.87,CAD
F,6930.21,CAD
IBM,1849.37,GBP
AMZN,1983.89,CAD
IBM,6198.52,CAD
FB,9059.24,EUR
DIS,7215.16,GBP
APPL,4050.41,USD
FB,6117.83,GBP
DIS,7312.91,GBP
AMZN,6537.16,CAD
GOOGL,5607.09,GBP
DIS,9067.34,EUR
APPL,7271.29,USD
F,8673.31,CAD
GOOGL,3717.72,CAD
FB,5510.1,GBP
APPL,841.38,USD
APPL,5979.96,CAD
IBM,9757.79,USD
TSLA,3298.37,GBP
F,3075.51,USD
IBM,4147.32,CAD
DIS,9415.62,EUR
AMZN,5845.15,EUR
DIS,8095.39,EUR
AMZN,6207.48,CAD
DIS,8919.21,CAD
F,3414.35,CAD
FB,5123.85,GBP
F,9826.46,GBP
F,2401.52,CAD
DIS,3207.24,CAD
F,4670.18,USD
IBM,1222.1,USD
F,1069.13,EUR
F,1323.94,GBP
F,9292.37,CAD
AMZN,406.49,EUR
FB,8722.02,EUR
TSLA,6797.27,USD
TSLA,9724.1,GBP
F,5094.25,CAD
FB,6119.92,USD
GOOGL,2318.76,GBP
FB,6678.35,USD
IBM,210.26,USD
F,7083.1,EUR
IBM,7369.51,USD
GOOGL,9931.46,USD
DIS,4649.59,EUR
TSLA,9923.31,CAD
TSLA,1397.98,USD
IBM,2056.87,USD
AMZN,4300.44,GBP
FB,6674.38,USD
DIS,5230.53,EUR
F,1606.18,CAD
APPL,4245.92,GBP
APPL,730.71,GBP
GOOGL,8802.57,USD
AMZN,8564.29,CAD
TSLA,3640.82,EUR
GOOGL,59.25,USD
FB,2561.05,EUR
AMZN,856.88,CAD
IBM,6288.48,USD
APPL,9500.83,USD
APPL,3064.18,EUR
IBM,6123.34,USD
DIS,6290.68,USD
TSLA,5169.62,GBP
F,5261.24,GBP
GOOGL,3835.61,EUR
FB,84.55,GBP
F,5900.19,USD
GOOGL,2576.94,EUR
F,9240.46,GBP
IBM,6998.74,GBP
F,7551.3,USD
IBM,5764.88,EUR
APPL,8160.77,EUR
GOOGL,2019.05,EUR
DIS,6065.96,USD
DIS,260.84,EUR
GOOGL,3965.88,CAD
IBM,9940.24,USD
TSLA,4472.15,EUR
IBM,1287.52,GBP
APPL,2647.87,CAD
F,1109.73,CAD
APPL,5391.61,USD
FB,3200.16,CAD
AMZN,7977.02,USD
F,1873.16,EUR
AMZN,2133.53,GBP
APPL,5429.44,USD
DIS,5733.24,GBP
F,4407.79,CAD
GOOGL,8518.92,CAD
AMZN,8699.14,CAD
FB,9902.08,EUR
APPL,4046.96,CAD
TSLA,3309.72,GBP
DIS,9274.81,EUR
FB,8517.65,USD
APPL,9861.79,EUR
FB,9390.84,CAD
TSLA,4290.98,USD
IBM,8306.91,GBP
TSLA,9281.97,CAD
FB,3773.32,EUR
GOOGL,1478.31,EUR
IBM,2845.76,EUR
GOOGL,5749.65,USD
FB,6523.71,CAD
AMZN,8829.88,GBP
GOOGL,4916.92,EUR
GOOGL,1210.73,EUR
DIS,7795.09,USD
F,4894.18,GBP
DIS,5221.03,CAD
APPL,7583.63,EUR
F,3244.88,GBP
FB,706.12,USD
APPL,3185.87,GBP
TSLA,633.9,USD
AMZN,8957.87,CAD
IBM,4872.8,USD
IBM,1815.07,GBP
IBM,3776.81,USD
FB,2590.23,CAD
GOOGL,1612.52,EUR
TSLA,3830.56,EUR
AMZN,3292.58,GBP
TSLA,1242.68,USD
DIS,5139.74,CAD
AMZN,8557.14,USD
APPL,3769.46,USD
GOOGL,3106.55,EUR
APPL,1762.12,USD
GOOGL,2926.71,CAD
APPL,2574.96,USD
AMZN,8536.62,CAD
DIS,8395.84,EUR
DIS,5436.36,EUR
DIS,6679.76,GBP
DIS,5661.24,USD
APPL,3550.86,EUR
FB,5998.49,CAD
F,8191.4,CAD
F,686.71,USD
APPL,3015.25,GBP
IBM,1934.39,GBP
FB,7354.47,CAD
APPL,1995.15,USD
APPL,3789.54,GBP
TSLA,2059.75,CAD
APPL,1735.14,CAD
FB,7104.67,USD
APPL,8595.35,GBP
TSLA,7278.0,USD
DIS,8715.61,EUR
AMZN,8165.02,USD
APPL,3431.66,GBP
DIS,3742.01,GBP
GOOGL,8667.79,USD
FB,2953.88,GBP
APPL,8418.46,GBP
AMZN,8782.35,EUR
IBM,88.92,CAD
DIS,4835.14,CAD
GOOGL,7342.59,GBP
IBM,2923.47,USD
TSLA,6557.7,CAD
F,5121.08,CAD
TSLA,7069.78,GBP
FB,5033.74,CAD
GOOGL,1810.96,CAD
F,5424.61,EUR
IBM,8922.16,GBP
GOOGL,2567.47,USD
DIS,734.07,EUR
AMZN,9983.2,EUR
DIS,994.39,CAD
FB,2713.26,GBP
IBM,1065.27,USD
FB,7378.89,EUR
F,2351.52,USD
AMZN,1037.38,USD
TSLA,7112.44,CAD
FB,2334.23,GBP
AMZN,1194.8,CAD
IBM,1482.8,GBP
APPL,4511.64,USD
FB,6915.36,USD
GOOGL,5639.3,GBP
AMZN,4963.44,CAD
GOOGL,8650.11,USD
TSLA,6333.38,CAD
AMZN,2638.4,USD
DIS,3813.65,CAD
AMZN,6269.09,CAD
F,1670.08,EUR
AMZN,4620.82,USD
GOOGL,2592.04,EUR
FB,510.81,EUR
IBM,4617.5,CAD
GOOGL,7190.44,CAD
F,9194.64,EUR
AMZN,193.44,EUR
IBM,788.91,EUR
FB,1479.61,GBP
APPL,4527.54,USD
DIS,4164.07,EUR
TSLA,1102.82,GBP
FB,278.11,GBP
TSLA,6682.77,CAD
F,1852.45,CAD
FB,1576.53,CAD
TSLA,4244.23,USD
APPL,5914.98,GBP
TSLA,5219.85,EUR
DIS,2205.36,GBP
F,3736.08,CAD
TSLA,2389.78,EUR
IBM,4224.37,CAD
AMZN,7238.04,CAD
F,6049.11,EUR
APPL,6442.78,USD
GOOGL,2193.16,GBP
IBM,6821.59,CAD
FB,9245.98,EUR
TSLA,6923.87,EUR
GOOGL,6014.33,EUR
IBM,8543.14,GBP
FB,6474.3,USD
IBM,3876.25,USD
DIS,1815.76,USD
TSLA,5167.36,GBP
FB,2867.75,USD
F,455.31,CAD
DIS,9773.01,GBP
IBM,7209.67,USD
GOOGL,1199.43,USD
APPL,9193.66,USD
TSLA,3334.12,EUR
TSLA,5440.84,CAD
AMZN,2778.65,CAD
AMZN,7845.97,CAD
TSLA,9573.6,GBP
APPL,8202.14,EUR
GOOGL,1414.27,GBP
TSLA,194.41,GBP
AMZN,2886.01,USD
DIS,352.17,GBP
F,72.79,GBP
IBM,3166.23,GBP
TSLA,5796.06,EUR
IBM,5041.47,EUR
FB,1714.24,CAD
TSLA,8746.91,CAD
FB,7904.99,GBP
APPL,1050.71,GBP
DIS,2182.15,GBP
F,5341.1,CAD
GOOGL,2769.17,GBP
AMZN,9335.56,EUR
AMZN,2196.5,GBP
IBM,6036.54,USD
AMZN,1360.49,GBP
AMZN,6502.31,USD
APPL,5880.1,CAD
IBM,4191.28,GBP
TSLA,6495.71,GBP
GOOGL,8434.5,GBP
FB,9546.7,GBP
GOOGL,4384.3,GBP
TSLA,4488.44,EUR
TSLA,5844.24,USD
APPL,9484.76,EUR
FB,5868.45,EUR
DIS,2808.05,USD
APPL,3545.93,USD
APPL,4953.53,CAD
F,7331.07,EUR
TSLA,7392.93,GBP
DIS,3601.81,CAD
TSLA,7980.98,USD
GOOGL,5024.76,CAD
IBM,2720.05,EUR
IBM,8328.71,GBP
GOOGL,9148.49,USD
DIS,8943.65,CAD
F,6435.01,CAD
FB,7678.27,EUR
GOOGL,6531.7,USD
DIS,7430.02,EUR
GOOGL,8043.62,CAD
AMZN,3322.36,USD
AMZN,1933.32,GBP
TSLA,6515.75,GBP
F,1161.41,USD
TSLA,670.49,GBP
FB,9986.49,GBP
APPL,8679.97,CAD
APPL,6187.79,EUR
APPL,6915.82,USD
GOOGL,2726.41,GBP
GOOGL,4320.62,EUR
AMZN,8549.51,USD
APPL,2744.99,USD
FB,975.71,USD
AMZN,7785.36,CAD
DIS,512.11,GBP
DIS,7384.08,CAD
TSLA,4631.23,CAD
IBM,9644.63,GBP
IBM,1946.92,USD
AMZN,9749.68,CAD
DIS,7864.7,CAD
TSLA,1390.62,CAD
TSLA,2321.95,GBP
APPL,4497.5,USD
AMZN,5231.97,GBP
IBM,6066.03,GBP
IBM,2947.52,GBP
APPL,2096.96,CAD
IBM,2045.81,CAD
IBM,9577.13,EUR
APPL,417.4,EUR
DIS,7919.29,GBP
TSLA,6139.28,USD
DIS,8378.14,GBP
IBM,1866.01,GBP
F,4837.85,CAD
DIS,1233.53,GBP
AMZN,2534.98,EUR
GOOGL,5128.73,GBP
DIS,3200.77,USD
DIS,2115.41,EUR
F,917.54,USD
IBM,7128.61,GBP
APPL,3301.76,GBP
APPL,8103.08,GBP
APPL,4202.91,EUR
TSLA,4512.94,EUR
APPL,1527.93,USD
IBM,2380.92,EUR
DIS,8456.0,EUR
APPL,2876.97,GBP
GOOGL,2363.0,CAD
GOOGL,1085.73,EUR
GOOGL,944.01,EUR
IBM,8928.23,USD
TSLA,756.43,GBP
F,2125.52,GBP
APPL,2251.23,GBP
F,8658.75,CAD
DIS,6186.63,USD
F,7346.38,GBP
DIS,1134.28,GBP
F,1275.72,EUR
FB,3035.51,EUR
DIS,4595.36,EUR
F,1213.9,USD
APPL,9884.93,USD
F,3919.89,EUR
IBM,1881.8,GBP
F,8233.41,GBP
APPL,7681.27,EUR
TSLA,9594.32,USD
DIS,3635.0,EUR
IBM,8947.43,CAD
IBM,4939.45,USD
DIS,4399.61,EUR
APPL,4125.17,USD
APPL,7303.4,GBP
GOOGL,3856.13,EUR
F,9856.27,CAD
DIS,3152.18,CAD
F,1540.28,EUR
AMZN,8183.0,EUR
F,9852.43,USD
DIS,9160.84,USD
F,6451.26,EUR
DIS,5409.94,CAD
AMZN,686.48,GBP
APPL,2505.16,CAD
TSLA,537.34,GBP
DIS,4694.56,USD
IBM,7086.14,CAD
DIS,3286.02,CAD
FB,7134.72,GBP
F,9322.62,CAD
F,7984.54,GBP
AMZN,8184.84,EUR
F,9339.22,CAD
APPL,9620.5,CAD
GOOGL,3752.86,USD
F,7530.08,GBP
IBM,2551.2,EUR
APPL,4102.21,GBP
FB,7493.78,EUR
APPL,5806.55,EUR
F,7613.74,GBP
F,1455.92,CAD
TSLA,6874.0,EUR
DIS,5072.45,USD
FB,2814.85,USD
F,9007.26,CAD
IBM,9621.15,EUR
FB,6480.67,CAD
APPL,469.46,GBP
IBM,1625.16,EUR
IBM,9828.76,GBP
DIS,8395.43,USD
GOOGL,4458.17,CAD
TSLA,7912.1,CAD
APPL,7787.41,EUR
TSLA,9755.8,GBP
AMZN,4192.0,USD
TSLA,6373.06,GBP
APPL,9153.41,CAD
AMZN,3466.29,GBP
APPL,2982.21,USD
F,2604.27,GBP
DIS,3570.35,USD
FB,8578.56,EUR
IBM,3651.83,GBP
FB,6713.1,EUR
AMZN,2686.77,GBP
F,9420.24,EUR
IBM,7078.07,GBP
F,3897.22,GBP
TSLA,255.3,EUR
TSLA,1040.54,EUR
FB,1672.19,CAD
DIS,7831.73,USD
TSLA,356.57,CAD
APPL,8654.57,CAD
DIS,6741.63,GBP
IBM,4190.81,USD
F,2235.21,CAD
FB,9373.45,GBP
TSLA,9140.93,GBP
F,9540.71,USD
IBM,4101.39,EUR
IBM,8142.11,CAD
FB,4895.89,CAD
GOOGL,5473.33,USD
GOOGL,1294.37,USD
TSLA,3957.95,CAD
F,8772.92,EUR
IBM,2322.82,GBP
IBM,7203.59,GBP
IBM,3745.26,USD
F,1879.81,GBP
DIS,4442.24,CAD
GOOGL,8946.11,EUR
FB,113.59,USD
DIS,4557.76,GBP
TSLA,3613.36,GBP
GOOGL,3115.75,USD
DIS,5311.92,GBP
F,7764.16,USD
F,3222.51,GBP
FB,2962.73,EUR
APPL,5650.79,EUR
FB,6327.11,GBP
DIS,2946.58,EUR
TSLA,1394.09,USD
IBM,9693.84,USD
TSLA,5362.86,GBP
IBM,1187.04,EUR
AMZN,1454.63,EUR
DIS,8904.54,CAD
F,7277.01,USD
F,4888.31,CAD
APPL,9993.99,EUR
TSLA,8709.0,USD
FB,9223.65,USD
IBM,4490.4,CAD
DIS,2463.53,GBP
IBM,9637.92,EUR
AMZN,3826.97,CAD
F,5839.82,EUR
FB,7650.7,CAD
TSLA,4739.39,EUR
APPL,8628.36,EUR
APPL,9463.82,EUR
DIS,1914.32,CAD
F,799.21,EUR
AMZN,3599.25,EUR
GOOGL,2251.22,EUR
APPL,8855.38,GBP
DIS,6326.76,USD
F,9478.14,EUR
F,1816.25,GBP
GOOGL,5219.72,CAD
TSLA,7738.38,CAD
TSLA,7737.74,EUR
GOOGL,987.95,GBP
F,6873.03,GBP
DIS,8588.2,GBP
DIS,2643.42,EUR
GOOGL,5756.38,GBP
IBM,4970.63,GBP
TSLA,190.23,CAD
DIS,1222.73,EUR
TSLA,6726.69,GBP
IBM,2756.73,GBP
APPL,1453.1,GBP
AMZN,7171.92,USD
F,9774.16,CAD
AMZN,2036.14,CAD
APPL,4206.46,EUR
IBM,3632.27,EUR
F,2109.16,CAD
AMZN,4144.74,USD
GOOGL,1530.32,USD
AMZN,5267.2,CAD
GOOGL,2446.56,EUR
F,9271.89,USD
IBM,9487.61,CAD
GOOGL,2849.35,EUR
DIS,8836.79,USD
IBM,6803.25,GBP
AMZN,5247.26,GBP
FB,5789.92,USD
GOOGL,5426.63,EUR
IBM,441.17,EUR
APPL,8571.14,GBP
TSLA,8466.37,EUR
F,8415.03,GBP
FB,1145.68,CAD
FB,9617.62,CAD
AMZN,2931.69,USD
FB,943.51,CAD
F,8760.21,EUR
TSLA,9957.89,CAD
DIS,3965.65,GBP
DIS,8605.66,GBP
F,6996.69,USD
APPL,1319.13,EUR
F,8498.72,EUR
DIS,8873.22,CAD
FB,4628.6,EUR
FB,7293.46,CAD
AMZN,6005.7,EUR
GOOGL,4719.14,CAD
DIS,8665.76,USD
GOOGL,4446.69,USD
TSLA,3807.8,GBP
TSLA,9575.12,GBP
DIS,4513.01,EUR
AMZN,7558.97,CAD
IBM,8425.21,USD
APPL,8213.98,GBP
APPL,8628.23,CAD
AMZN,4431.26,USD
IBM,214.25,CAD
IBM,2299.37,GBP
F,6557.86,CAD
AMZN,7894.5,CAD
TSLA,5669.02,USD
IBM,4181.62,CAD
TSLA,3936.02,EUR
GOOGL,8064.29,EUR
AMZN,5910.73,GBP
TSLA,3370.65,USD
TSLA,7537.08,GBP
GOOGL,2968.55,USD
AMZN,7889.3,GBP
GOOGL,293.75,CAD
TSLA,5661.0,EUR
FB,6444.99,EUR
IBM,3591.71,EUR
APPL,2028.37,GBP
FB,258.19,CAD
GOOGL,8684.96,GBP
TSLA,433.41,GBP
AMZN,7383.17,GBP
TSLA,7448.65,USD
F,4972.21,USD
TSLA,4462.14,CAD
AMZN,6802.26,CAD
FB,5955.41,CAD
DIS,1868.17,CAD
AMZN,2605.44,USD
F,9310.55,USD
GOOGL,4458.95,GBP
DIS,8803.85,USD
AMZN,1342.14,CAD
TSLA,4320.94,CAD
TSLA,4349.72,CAD
TSLA,2657.54,GBP
DIS,9832.86,GBP
DIS,114.38,USD
GOOGL,5700.94,GBP
TSLA,1330.14,GBP
GOOGL,3654.38,GBP
DIS,5232.24,GBP
AMZN,6554.84,CAD
AMZN,5275.92,EUR
GOOGL,1357.55,CAD
F,6770.63,USD
GOOGL,3996.93,EUR
APPL,9059.39,USD
F,3290.08,CAD
FB,6332.61,CAD
DIS,8322.55,EUR
GOOGL,9621.57,CAD
GOOGL,7366.07,USD
AMZN,7428.55,USD
DIS,9730.09,GBP
GOOGL,8757.71,EUR
FB,171.84,GBP
F,3844.05,CAD
DIS,1113.41,CAD
GOOGL,4516.01,CAD
DIS,1122.9,CAD
APPL,6920.38,CAD
TSLA,5144.66,CAD
DIS,7927.62,CAD
TSLA,8229.17,USD
AMZN,8686.76,EUR
AMZN,7062.65,CAD
GOOGL,9573.72,USD
IBM,7994.67,USD
DIS,8952.38,EUR
APPL,8377.62,GBP
TSLA,6921.9,USD
IBM,9690.5,USD
AMZN,3227.76,GBP
TSLA,4663.42,GBP
APPL,699.65,USD
FB,6993.95,CAD
IBM,3922.59,CAD
AMZN,1153.72,EUR
APPL,6822.43,EUR
DIS,502.66,EUR
TSLA,2336.71,USD
TSLA,3658.27,GBP
TSLA,6446.79,CAD
IBM,1909.61,EUR
TSLA,6374.12,GBP
APPL,6012.95,EUR
TSLA,4785.18,CAD
DIS,7124.25,USD
FB,4212.66,CAD
FB,7412.81,GBP
IBM,5366.19,CAD
APPL,4062.34,EUR
TSLA,5306.46,CAD
TSLA,2256.98,CAD
IBM,630.33,GBP
DIS,5648.73,CAD
GOOGL,5221.95,GBP
FB,8241.79,EUR
TSLA,5696.0,USD
FB,8143.86,CAD
IBM,2819.6,CAD
F,8395.97,USD
AMZN,3123.33,GBP
DIS,7525.86,GBP
FB,1219.49,GBP
GOOGL,2894.05,EUR
F,938.79,USD
APPL,368.14,GBP
DIS,1821.34,CAD
F,7231.11,CAD
IBM,2580.36,USD
DIS,2217.92,GBP
TSLA,2631.58,CAD
DIS,1346.14,GBP
DIS,5382.91,CAD
FB,7033.14,EUR
AMZN,2343.52,EUR
TSLA,8501.63,EUR
AMZN,2759.45,USD
AMZN,3054.64,GBP
F,8211.32,EUR
FB,1527.83,CAD
DIS,9931.12,GBP
DIS,2327.82,CAD
IBM,1514.13,GBP
TSLA,9874.1,EUR
AMZN,3673.27,USD
APPL,2690.89,EUR
F,5467.36,EUR
GOOGL,2473.3,GBP
F,1497.88,USD
APPL,7484.59,GBP
AMZN,8579.47,GBP
TSLA,8125.26,EUR
DIS,2891.62,EUR
GOOGL,2000.16,CAD
TSLA,6563.46,CAD
AMZN,3811.06,CAD
FB,9266.23,CAD
APPL,3012.3,USD
DIS,7264.54,EUR
APPL,264.89,EUR
GOOGL,1617.28,EUR
FB,9694.84,EUR
TSLA,4722.87,GBP
FB,4462.14,GBP
AMZN,2405.07,EUR
F,9441.84,USD
APPL,2665.44,GBP
TSLA,5636.73,USD
DIS,9383.66,USD
FB,114.69,GBP
TSLA,5465.98,CAD
FB,2407.12,GBP
APPL,6716.03,USD
GOOGL,6447.08,USD
GOOGL,5832.71,USD
IBM,6861.0,GBP
AMZN,4852.31,USD
IBM,3822.64,GBP
FB,159.36,GBP
IBM,380.88,CAD
AMZN,703.58,EUR
DIS,7654.04,CAD
F,460.99,EUR
APPL,5993.75,GBP
APPL,2135.14,USD
FB,3915.38,GBP
FB,8728.47,USD
F,766.31,USD
FB,75.95,GBP
FB,744.31,CAD
AMZN,8561.14,USD
DIS,9860.75,GBP
AMZN,7811.35,USD
IBM,3622.98,EUR
GOOGL,6725.27,EUR
APPL,1037.66,CAD
APPL,9196.01,USD
F,534.33,CAD
DIS,8748.12,USD
GOOGL,1043.89,USD
DIS,9866.54,EUR
FB,9746.48,EUR
F,901.26,EUR
F,5454.42,GBP
TSLA,8671.54,EUR
AMZN,8137.6,CAD
F,5753.85,EUR
F,3248.28,GBP
F,557.42,USD
APPL,3503.26,GBP
GOOGL,6637.14,USD
AMZN,9841.14,USD
F,8868.57,GBP
APPL,5665.89,EUR
GOOGL,2468.66,GBP
AMZN,6220.23,CAD
F,3077.35,GBP
DIS,3287.49,USD
TSLA,8351.8,CAD
FB,9278.14,CAD
FB,1845.04,GBP
AMZN,988.34,EUR
APPL,23.39,EUR
DIS,490.58,USD
FB,8704.27,USD
APPL,8112.81,CAD
DIS,6063.76,GBP
FB,2332.57,EUR
AMZN,5131.76,EUR
GOOGL,2056.41,EUR
AMZN,6807.19,USD
TSLA,1834.26,EUR
IBM,5758.29,GBP
TSLA,9091.78,EUR
GOOGL,2417.32,EUR
FB,2728.56,EUR
GOOGL,9495.05,GBP
FB,5744.67,GBP
FB,2043.73,CAD
GOOGL,1604.54,CAD
AMZN,860.06,EUR
APPL,7829.79,USD
GOOGL,9343.04,GBP
IBM,102.64,GBP
AMZN,9615.24,EUR
APPL,5892.39,EUR
DIS,3816.5,GBP
GOOGL,6480.1,CAD
FB,1730.98,USD
F,5970.14,USD
IBM,8737.23,GBP
IBM,8867.23,EUR
IBM,4315.78,GBP
F,8723.49,USD
F,2985.01,EUR
F,1933.32,USD
GOOGL,8458.86,USD
DIS,7175.42,USD
GOOGL,895.92,EUR
GOOGL,1937.28,USD
F,2307.56,CAD
AMZN,3312.82,EUR
IBM,7000.5,USD
F,1598.75,USD
TSLA,519.72,EUR
FB,847.89,CAD
TSLA,1749.8,GBP
DIS,2536.44,USD
TSLA,2418.12,GBP
APPL,5755.81,USD
IBM,8738.36,CAD
TSLA,5001.53,EUR
FB,8823.62,GBP
DIS,7862.86,EUR
F,9598.85,GBP
DIS,9520.68,GBP
F,7081.14,USD
FB,2733.59,CAD
F,7414.73,EUR
F,1976.69,CAD
AMZN,3541.38,EUR
AMZN,842.97,CAD
APPL,5713.68,EUR
APPL,3775.12,EUR
F,3996.88,USD
FB,3063.55,EUR
F,1773.77,EUR
DIS,1377.38,EUR
AMZN,9614.81,GBP
DIS,7269.18,EUR
GOOGL,4337.74,USD
AMZN,6106.0,EUR
AMZN,6350.99,CAD
IBM,2822.26,EUR
TSLA,813.94,GBP
TSLA,1949.72,GBP
IBM,5258.45,EUR
DIS,2583.48,CAD
TSLA,7417.03,EUR
IBM,5955.83,EUR
GOOGL,945.49,USD
TSLA,733.17,GBP
GOOGL,7924.84,GBP
IBM,7009.47,GBP
AMZN,5179.02,CAD
TSLA,6974.29,USD
DIS,8228.82,EUR
GOOGL,8193.8,USD
FB,2235.0,USD
AMZN,9728.42,GBP
F,3796.37,USD
AMZN,5546.6,USD
APPL,469.41,GBP
